domain,model,metric,real_n,sim_n,real_mean,real_median,sim_mean,sim_median,mwu_p_value,ks_p_value,cliffs_delta,abs_cliffs_delta,cliffs_delta_interpretation,wasserstein,quantile_error,empirical_fail_rate
credit_cards,mimo-v2.5-pro,avg_depth,2650,47,1.9440183300043192,1.8333333333333333,1.0,1.0,1.7421358027378311e-22,4.971179060535665e-35,0.8260377358490566,0.8260377358490566,large,0.9440183300043193,1.0396094019898476,0.0
credit_cards,mimo-v2.5-pro,emotion_entropy,2650,47,1.0870168460314604,1.1514008198358552,0.861373800068176,0.8675632284814612,0.0006178899972911446,0.0002056776256547364,0.2905258932155761,0.2905258932155761,small,0.3354423584473952,0.3423916372984532,0.0
credit_cards,mimo-v2.5-pro,impolite_rate,2650,47,0.3765316279131811,0.375,0.41667593635678746,0.4,0.23696594461343046,0.13138386039793146,-0.10029706945002007,0.10029706945002007,negligible,0.06273464264361868,0.06772204290798964,0.0
credit_cards,mimo-v2.5-pro,length_cv,2650,47,0.7373828623485065,0.7503112760527104,0.3328347547138315,0.29294326111975855,2.6661600910183463e-17,5.1908863445898766e-23,0.7188438378161381,0.7188438378161381,large,0.42919078047720355,0.4791262665646424,0.0
credit_cards,mimo-v2.5-pro,mean_story_probability,2650,47,0.178080391949373,0.1338041181337427,0.05105764340251006,0.03512744791805744,9.903158841984753e-11,5.726100432632706e-13,0.5496587715776796,0.5496587715776796,large,0.12720395502531973,0.14624392193248337,0.0
credit_cards,mimo-v2.5-pro,neutral_rate,2650,47,0.17549541447813113,0.15384615384615385,0.14297764882871267,0.14285714285714285,0.244517033003249,0.11920562605502445,0.0976796467282216,0.0976796467282216,negligible,0.03691386151229174,0.0494407383512058,0.0
credit_cards,mimo-v2.5-pro,obscene_mean,2650,47,0.00984051438446004,6.461252708807783e-05,8.085082062638824e-05,3.403227310627699e-05,5.064621238816268e-10,1.8819054817153446e-07,0.5283018867924528,0.5283018867924528,large,0.009759772439817621,0.04367639454654485,0.02127659574468085
credit_cards,mimo-v2.5-pro,polite_rate,2650,47,0.33830999039603943,0.29411764705882354,0.3303068090302133,0.2857142857142857,0.8612608106854288,0.6960822805596154,-0.014829385788839824,0.014829385788839824,negligible,0.03958286372099647,0.046572768001473815,0.0
credit_cards,mimo-v2.5-pro,self_bertscore_mean_f1,2650,47,0.4633112601492162,0.49024052772724974,0.51159974053048,0.5144380320395742,8.525724839727314e-09,1.1073703084684942e-10,-0.48921718185467683,0.48921718185467683,large,0.05200894418758896,0.07117273036104824,0.0
credit_cards,mimo-v2.5-pro,self_bleu_4,2650,47,0.03252158527373746,0.03117650101295372,0.037930088128910855,0.03942895971447126,2.7584908449105187e-06,3.406149973083057e-08,-0.3983299879566439,0.3983299879566439,medium,0.010782126796277724,0.019316614514297406,0.0
credit_cards,mimo-v2.5-pro,semantic_mean_cosine,2650,47,0.3009584286515513,0.2953270971775055,0.31486525687765565,0.3073819577693939,0.4282686074251252,0.1848214342368755,-0.06731433159373745,0.06731433159373745,negligible,0.04094512086016558,0.05449831044035297,0.02127659574468085
credit_cards,mimo-v2.5-pro,severe_toxicity_mean,2650,47,7.777969234977678e-05,1.8872182445726949e-06,1.6629745116970308e-06,1.4551575532095739e-06,9.717456831913328e-09,1.6670137880551024e-08,0.4873865917302288,0.4873865917302288,large,7.612320641762564e-05,0.0003305607844190679,0.0
credit_cards,mimo-v2.5-pro,structural_virality,2650,47,1.6953814176082407,1.5714285714285714,0.0,0.0,1.5459682192028577e-22,4.971179060535665e-35,0.8260377358490566,0.8260377358490566,large,1.6953814176082405,1.8072314426999587,0.0
credit_cards,mimo-v2.5-pro,threat_mean,2650,47,0.0002910422496229172,2.850068167390418e-05,2.461381393334278e-05,2.1758103684987873e-05,1.0650677000912417e-05,6.96592366978678e-07,0.3741951023685267,0.3741951023685267,medium,0.000266580785305665,0.003211203767215531,0.0
credit_cards,mimo-v2.5-pro,toxicity_mean,2650,47,0.018768225615284906,0.0008876006010853285,0.002559377477815803,0.0004862464498728514,2.3057596234423406e-07,1.3459679112004735e-06,0.43956643918105176,0.43956643918105176,medium,0.01621061792871303,0.049322867223006175,0.0
