thread_id,thread_title,comment_count,pair_count,mean_disagree_probability,hard_disagree_rate,self_bleu_2,self_bleu_3,self_bleu_4,self_bertscore_mean_precision,self_bertscore_mean_recall,self_bertscore_mean_f1,self_bertscore_median_f1,self_bertscore_top_k_mean_f1,semantic_mean_cosine,semantic_median_cosine,semantic_top_k_mean_cosine,semantic_p90_cosine,story_count,not_story_count,story_rate,mean_story_probability,emotion_entropy,emotion_entropy_normalized,avg_labels_per_comment,emotion_shift_rate,dominant_emotion,dominant_emotion_share,polite_rate,somewhat_polite_rate,neutral_rate,impolite_rate,length_std,length_iqr,length_cv,max_depth,avg_depth,avg_branching_factor,structural_virality,toxicity_mean,toxicity_max,toxicity_p90,severe_toxicity_mean,severe_toxicity_max,severe_toxicity_p90,obscene_mean,obscene_max,obscene_p90,threat_mean,threat_max,threat_p90,insult_mean,insult_max,insult_p90,identity_attack_mean,identity_attack_max,identity_attack_p90,aggression_score_mean,aggression_score_max,aggression_score_p90
18j315x,Making the Chase Sapphire Reserve Great Again,197,19306,0.3130802501525198,0.14285714285714285,0.04934162436269948,0.038637931958062595,0.035006169314146025,0.4853692948594373,0.48274544872537273,0.4801993401863717,0.4851589947938919,0.7644931077957153,0.24502691626548767,0.24120566248893738,0.807872474193573,0.4396298825740814,5,192,0.025380710659898477,0.06886652431587882,1.649578414128291,0.49504116841902895,0.9086294416243654,0.6326530612244898,neutral,0.583756345177665,0.24873096446700507,0.1218274111675127,0.20812182741116753,0.4213197969543147,32.726782365614355,28.0,1.000803496744183,8.0,3.1269035532994924,1.6888888888888889,5.4748466257668715,0.032506676013451447,0.9362543821334839,0.009512707404792311,2.1507529526836502e-05,0.0013281538849696517,3.6045386423211332e-06,0.014586288475865917,0.7325682044029236,0.00040283906855620444,0.00037761000490016546,0.059674717485904694,5.857786381966435e-05,0.016918690168148977,0.912238359451294,0.001730608684010804,0.00018431877490306784,0.0035072092432528734,0.0003257670206949119,0.010765848494466063,0.35632105051869684,0.0020551423253512753
1c5nvey,Why The Chase Sapphire Reserve Is The Worst Travel Card And A Coupon Book ,192,18336,0.31583444749452794,0.16022099447513813,0.046520547724574826,0.03344878393087666,0.02858457239135338,0.48893375574151154,0.4876490755642181,0.48426740939272195,0.48891879618167877,0.7373996376991272,0.2509417235851288,0.24644356966018677,0.8048508763313293,0.43423396348953247,21,171,0.109375,0.13482091902794005,1.7732071057701815,0.5321423401101357,0.8541666666666666,0.680628272251309,neutral,0.5416666666666666,0.2708333333333333,0.13020833333333334,0.140625,0.4583333333333333,66.41904023068183,40.0,1.3145506364592219,10.0,3.3854166666666665,1.542857142857143,5.098115299334811,0.023840007950335956,0.9550501108169556,0.0014473630348220466,8.069479036739342e-05,0.011494981124997139,2.571393952166546e-06,0.014558828808617363,0.9473932385444641,0.00010370673408033332,3.7622464157986237e-05,0.001131033175624907,3.817913639068138e-05,0.010056198551713654,0.8972092866897583,0.00030618459277320664,0.0001693958490136538,0.005364931654185057,0.00015162726922426375,0.008123791402367665,0.34920975505762425,0.0003441569123765476
1cd6vr8,Chase launching new In Branch offers starting 4/28 – Chase Sapphire Preferred 85k Offer / Chase Sapphire Reserve 75k Offer,191,18145,0.29966568159923124,0.028089887640449437,0.05559262714628122,0.045992867887007356,0.04286263153520623,0.4846529345697659,0.4840705066040614,0.479870928514756,0.48512783646583557,0.9487987756729126,0.18544720113277435,0.16968847811222076,0.8374724388122559,0.3690500557422638,56,135,0.2931937172774869,0.3024223081143427,1.8411130503768067,0.5525210246714428,0.8952879581151832,0.7578947368421053,neutral,0.4816753926701571,0.17801047120418848,0.14659685863874344,0.20418848167539266,0.4712041884816754,22.848384688551132,20.5,0.9202955452368761,6.0,2.298429319371728,1.3225806451612903,2.619718309859155,0.01708763697140738,0.9401103854179382,0.0013960432261228561,5.5127030517633575e-05,0.009097589179873466,2.2432584501075326e-06,0.007598887054506474,0.9362516403198242,7.485814421670511e-05,0.0004918385126951171,0.07261387258768082,4.4902721128892154e-05,0.006931856003451571,0.8104069232940674,0.00022773649834562093,0.00020922048478548815,0.012321515008807182,0.00012487381172832102,0.005395761009560613,0.33583937197302777,0.0003200885977321377
1elrs6c,An argument for the Chase Sapphire Reserve,101,5050,0.31629777988609004,0.17346938775510204,0.044845451339236356,0.030913337646770702,0.02595836200647464,0.47841628518730106,0.4884934019806361,0.48002029879848557,0.4871665686368942,0.7421210408210754,0.23102974891662598,0.21726980805397034,0.7869641780853271,0.4590708613395691,8,93,0.07920792079207921,0.11461384107570836,1.6182831629565613,0.48564941257806343,0.801980198019802,0.6,neutral,0.5841584158415841,0.26732673267326734,0.07920792079207921,0.0891089108910891,0.5643564356435643,50.901948219261904,54.0,0.9596969890135248,7.0,2.5841584158415842,1.2105263157894737,3.3180212014134276,0.013141409292561232,0.6862100958824158,0.00474343029782176,1.0583918451359724e-05,0.0005655030836351216,6.235439286683686e-06,0.009631464688378527,0.5401116013526917,0.0004044562519993633,5.894511354433622e-05,0.0014287899248301983,9.682006930233911e-05,0.0027193399055429855,0.15422390401363373,0.000552528421394527,0.0001356623213021269,0.001385041163302958,0.00022689966135658324,0.004282900873296762,0.23046635788826583,0.000993453007519444
1exuoj6,What Made you Choose Chase Sapphire Reserve over Venture X?,106,5565,0.3122190350995344,0.12745098039215685,0.05412189436682907,0.04616759279162082,0.04416206609909898,0.4738152377662205,0.47059035612887773,0.46802195917349726,0.47199738025665283,1.0,0.18937590718269348,0.16770462691783905,0.8177151679992676,0.4006305932998657,19,87,0.1792452830188679,0.20955927490766318,1.8745744064014418,0.5625628321062679,0.7830188679245284,0.6571428571428571,neutral,0.5283018867924528,0.20754716981132076,0.11320754716981132,0.2169811320754717,0.46226415094339623,36.556788800505586,17.75,1.267589013036831,9.0,2.6226415094339623,1.3265306122448979,3.473333333333333,0.03618630991434845,0.9885293841362,0.020787053275853395,0.0008295833494378472,0.06308120489120483,5.60534840587934e-06,0.019774581008209252,0.9777650237083435,0.0007941666408441961,0.00013921038829858793,0.008803753182291985,8.908828385756351e-05,0.025425084100274,0.8282665014266968,0.0034477333538234234,0.0005211962529670618,0.025368256494402885,0.00037662338581867516,0.013812660835589203,0.4637803387983392,0.0046081205620870005
1ezcahp,People don’t seem to like Chase Sapphire Reserve anymore—what would you recommend to get next?,155,11935,0.3074944666285309,0.07913669064748201,0.04300835447267049,0.03110152630746971,0.027033504891890877,0.47006863055740583,0.4711057710682542,0.4666610988029437,0.47810086607933044,0.6544596552848816,0.23056308925151825,0.208206906914711,0.8005345463752747,0.46727392077445984,17,138,0.10967741935483871,0.1254601042837866,1.8095966907708152,0.5430629138292801,0.832258064516129,0.6818181818181818,neutral,0.535483870967742,0.2838709677419355,0.0967741935483871,0.1870967741935484,0.432258064516129,58.276689053108676,42.5,1.1098275959247874,9.0,2.587096774193548,1.3611111111111112,3.488673139158576,0.04471668378175837,0.9881392121315002,0.006611243262886989,0.00013841761196339752,0.01434375625103712,6.2003316998015994e-06,0.023451630793070145,0.8946678638458252,0.0004884593770839266,0.00011884567671410378,0.010826881043612957,6.496042333310467e-05,0.025438793341116605,0.9749881625175476,0.001094288122840225,0.0004916386584931563,0.04052159562706947,0.00030417538946494457,0.015726001643852638,0.4465181758472075,0.001497053739421969
1f06vhr,Why I love Chase Sapphire Reserve,138,9453,0.3149169780487238,0.18604651162790697,0.04675278181078684,0.03704052240109683,0.03375716295416834,0.47510227531204147,0.47587010152791653,0.4709414191741887,0.47396114468574524,1.0,0.17275452613830566,0.15475758910179138,0.9311925768852234,0.36699026823043823,14,124,0.10144927536231885,0.149783946769447,1.791930839044154,0.5377613629572622,0.8043478260869565,0.7299270072992701,neutral,0.5144927536231884,0.2608695652173913,0.11594202898550725,0.18840579710144928,0.43478260869565216,36.44765317506979,30.5,1.0332325674115923,10.0,2.6449275362318843,1.353846153846154,3.9135338345864663,0.015034216297098665,0.9880036115646362,0.00673056384548544,3.650339431013218e-05,0.004172462970018387,4.052299232171205e-06,0.006873011634235044,0.6835117340087891,0.0001465380468289367,7.70460519693122e-05,0.003392374375835061,9.497308201389379e-05,0.009448414877545514,0.8995851278305054,0.0011181800160557005,0.0006009691255778729,0.013198734261095524,0.0004377262375783175,0.005345026896789423,0.4298429126841559,0.0014616044663208999
1gltyml,The Chase Sapphire Reserve Sucks,193,18528,0.3207021956482241,0.22043010752688172,0.04367210142634115,0.030867076845664303,0.02651186756835594,0.4793420156463176,0.4720983907985718,0.47149673201118003,0.4792584180831909,1.000000238418579,0.24476318061351776,0.23253969848155975,0.8821382522583008,0.47457242012023926,31,162,0.16062176165803108,0.1845567375325014,1.750258503353113,0.5252554271529649,0.8393782383419689,0.6458333333333334,neutral,0.5129533678756477,0.24870466321243523,0.07772020725388601,0.13989637305699482,0.533678756476684,64.59762142704679,47.0,1.2592001752772477,10.0,2.715025906735751,1.4883720930232558,5.446200607902735,0.03209030872902717,0.8450462222099304,0.015590010210871738,3.4620448157186265e-05,0.0019892968703061342,9.062989374797337e-06,0.02138007705190472,0.6557707190513611,0.0013017305522225867,5.025619290456347e-05,0.0008164956816472113,0.00013029775873292255,0.006320794350636515,0.2272476702928543,0.005146562820300486,0.00020037556302804897,0.005096968729048967,0.0004360647988505666,0.010012738722609707,0.28844255597505253,0.003679459634713574
1k6zy3v,Transferring points is not cost effective for budget travelers with Chase Sapphire Reserve,67,2211,0.310785710811615,0.14925373134328357,0.049393682662396084,0.029748441561957363,0.022499324064277976,0.5019308533376291,0.4962511709821758,0.49501270814645026,0.49908703565597534,0.6449314951896667,0.3475005030632019,0.34721431136131287,0.7741454839706421,0.5798843502998352,2,65,0.029850746268656716,0.05271044124696237,1.6958660678681392,0.5089321686858207,0.9104477611940298,0.7121212121212122,neutral,0.4626865671641791,0.5074626865671642,0.11940298507462686,0.08955223880597014,0.2835820895522388,65.02086646922663,81.5,0.8867083357293272,6.0,2.1641791044776117,1.2647058823529411,2.009433962264151,0.00048338777538555773,0.0015322049148380756,0.0005582398967817425,1.457692397408793e-06,4.208914106129669e-06,1.5703432609370794e-06,3.7020992396665226e-05,0.00023104625870473683,4.2204276542179284e-05,1.9935762535549574e-05,4.045768946525641e-05,2.5734155497048046e-05,0.0001220451513697991,0.00045962256263010204,0.0001388831005897373,7.601941952224709e-05,0.0001640278787817806,9.30442358367145e-05,0.00012331113226787124,0.0003614928287637061,0.0001394210325353621
1ki12uk,Rumor - Chase to raise Annual Fee of Sapphire Reserve Card to $795,186,17205,0.312336234891482,0.096045197740113,0.05371272623449781,0.04660288622284187,0.04477321979064197,0.4797737011865141,0.48108122700246675,0.4761150470941575,0.48236143589019775,0.8146553039550781,0.19641421735286713,0.18332776427268982,0.7843928337097168,0.3802383542060852,14,172,0.07526881720430108,0.11137880107528099,1.927226212666007,0.5783637249097521,0.8064516129032258,0.6864864864864865,neutral,0.553763440860215,0.17204301075268819,0.0967741935483871,0.1774193548387097,0.553763440860215,34.272344879513184,19.0,1.3606523260596484,8.0,3.075268817204301,1.9764705882352942,3.879598662207358,0.0653121664426014,0.9959303736686707,0.0705629326403141,0.0007973673004333358,0.07087557017803192,1.2174891708127689e-05,0.04093619108141044,0.9589995741844177,0.0013578126672655344,0.00014746190159438744,0.009938652627170086,0.00024445854069199413,0.02916414239867878,0.9377620816230774,0.022504908964037895,0.0006995741810525394,0.045448824763298035,0.00047080949298106134,0.022842817217628472,0.50192563511276,0.01753427387541251
