domain,model,metric,real_n,sim_n,real_mean,real_median,sim_mean,sim_median,mwu_p_value,ks_p_value,cliffs_delta,abs_cliffs_delta,cliffs_delta_interpretation,wasserstein,quantile_error,empirical_fail_rate
credit_cards,sensenova-6.7-flash-lite,avg_depth,2650,53,1.9440183300043192,1.8333333333333333,1.0,1.0,4.214607891068024e-25,2.6312730302451618e-39,0.8260377358490566,0.8260377358490566,large,0.9440183300043192,1.0396094019898476,0.0
credit_cards,sensenova-6.7-flash-lite,emotion_entropy,2650,53,1.0870168460314604,1.1514008198358552,0.7432793707657843,0.7356219397587946,3.4027938189434144e-06,8.834174884662907e-07,0.371562833748665,0.371562833748665,medium,0.3494824948507574,0.3509522103953795,0.0
credit_cards,sensenova-6.7-flash-lite,impolite_rate,2650,53,0.3765316279131811,0.375,0.44456628277383,0.42857142857142855,0.06070278926691455,0.18022717672210786,-0.14996084015663938,0.14996084015663938,small,0.0680765835818228,0.06316341150687656,0.0
credit_cards,sensenova-6.7-flash-lite,length_cv,2650,53,0.7373828623485065,0.7503112760527104,0.29900984611300135,0.2925715222231125,2.661180460685868e-20,1.455803683265436e-26,0.7394802420790317,0.7394802420790317,large,0.4484833197172835,0.49791805962093894,0.0
credit_cards,sensenova-6.7-flash-lite,mean_story_probability,2650,53,0.178080391949373,0.1338041181337427,0.09602616718915799,0.03863452449440956,6.656468358999178e-05,8.223069515410891e-05,0.319501601993592,0.319501601993592,small,0.08233897529934565,0.09686145940693436,0.0
credit_cards,sensenova-6.7-flash-lite,neutral_rate,2650,53,0.17549541447813113,0.15384615384615385,0.3082394021073266,0.3333333333333333,2.459765113761093e-07,6.409088409016446e-09,-0.40845852616589534,0.40845852616589534,medium,0.14271703345129794,0.14651610903421305,0.0
credit_cards,sensenova-6.7-flash-lite,obscene_mean,2650,53,0.00984051438446004,6.461252708807783e-05,4.673046022834238e-05,3.209977580809209e-05,6.887778912824041e-13,1.3816951834671503e-11,0.5753221787112851,0.5753221787112851,large,0.009793835525062047,0.043751466902619364,0.018867924528301886
credit_cards,sensenova-6.7-flash-lite,polite_rate,2650,53,0.33830999039603943,0.29411764705882354,0.16411486836015138,0.14285714285714285,9.17086391150401e-08,6.2521715197850765e-06,0.4270487718049128,0.4270487718049128,medium,0.17419512203588808,0.17829487746941294,0.0
credit_cards,sensenova-6.7-flash-lite,self_bertscore_mean_f1,2650,53,0.4633112601492162,0.49024052772724974,0.5192630281962453,0.519909221146788,6.450535498538604e-15,6.152745567217652e-16,-0.6243787824848701,0.6243787824848701,large,0.05762536800444926,0.07565568210331924,0.0
credit_cards,sensenova-6.7-flash-lite,self_bleu_4,2650,53,0.03252158527373746,0.03117650101295372,0.0424533272435005,0.0403874622211176,4.3763835783338886e-11,1.4926628871483954e-12,-0.5279316482734069,0.5279316482734069,large,0.011587618009445137,0.019274020678737045,0.018867924528301886
credit_cards,sensenova-6.7-flash-lite,semantic_mean_cosine,2650,53,0.3009584286515513,0.2953270971775055,0.32100010143136076,0.32111459970474243,0.2550352000053282,0.21992478647170202,-0.09117835528657886,0.09117835528657886,negligible,0.035485173892405505,0.04986072180881386,0.018867924528301886
credit_cards,sensenova-6.7-flash-lite,severe_toxicity_mean,2650,53,7.777969234977678e-05,1.8872182445726949e-06,1.5745238598642012e-06,1.4638033150049523e-06,5.351791246611483e-09,2.463857341972822e-09,0.4675115699537202,0.4675115699537202,medium,7.621387181516066e-05,0.00033066987055399945,0.0
credit_cards,sensenova-6.7-flash-lite,structural_virality,2650,53,1.6953814176082407,1.5714285714285714,0.0,0.0,3.6881912861825183e-25,2.6312730302451618e-39,0.8260377358490566,0.8260377358490566,large,1.6953814176082405,1.8072314426999587,0.0
credit_cards,sensenova-6.7-flash-lite,threat_mean,2650,53,0.0002910422496229172,2.850068167390418e-05,2.628668996523326e-05,2.2586083105125e-05,0.00014794889010694213,2.1178777130860714e-05,0.3039800640797437,0.3039800640797437,small,0.00026520783151095156,0.003208139965483534,0.0
credit_cards,sensenova-6.7-flash-lite,toxicity_mean,2650,53,0.018768225615284906,0.0008876006010853285,0.0019590214370912885,0.0004896038574063116,1.5986590129775673e-08,6.890705935450944e-09,0.4526735493058028,0.4526735493058028,medium,0.01681131415368693,0.05058654355432313,0.0
