domain,model,metric,real_n,sim_n,real_mean,real_median,sim_mean,sim_median,mwu_p_value,ks_p_value,cliffs_delta,abs_cliffs_delta,cliffs_delta_interpretation,wasserstein,quantile_error,empirical_fail_rate
credit_cards,GLM-5.2,avg_depth,2650,434,1.9440183300043192,1.8333333333333333,1.0,1.0,3.4463092999752043e-172,1.0551714404980303e-268,0.8260377358490566,0.8260377358490566,large,0.9440183300043192,1.0396094019898476,0.0
credit_cards,GLM-5.2,emotion_entropy,2650,434,1.0870168460314604,1.1514008198358552,1.3732896329959976,1.3686896376228386,5.70274960217362e-19,8.368009244673574e-76,-0.2658038431440744,0.2658038431440744,small,0.4452008146031209,0.4659899941396886,0.0
credit_cards,GLM-5.2,hard_disagree_rate,2644,434,0.06647399064329004,0.0,0.15623112927261557,0.14285714285714285,1.7903495921325145e-82,2.7767308732485844e-81,-0.5442790214519266,0.5442790214519266,large,0.09294858594645408,0.11673019155255863,0.027649769585253458
credit_cards,GLM-5.2,impolite_rate,2650,434,0.3765316279131811,0.375,0.29811038629162945,0.2857142857142857,3.445821065846884e-20,2.9288422660048056e-85,0.27477697591513783,0.27477697591513783,small,0.17285337939788703,0.17928325807822731,0.0
credit_cards,GLM-5.2,length_cv,2650,434,0.7373828623485065,0.7503112760527104,0.5114088879435608,0.49847155044931823,3.72402330944767e-69,6.285583725736083e-99,0.5255369098339275,0.5255369098339275,large,0.2881621620127952,0.32533663304513377,0.0
credit_cards,GLM-5.2,mean_story_probability,2650,434,0.178080391949373,0.1338041181337427,0.13168868989964974,0.13290595250825088,0.5613423634309758,2.1235591568426015e-50,0.017368924441352927,0.017368924441352927,negligible,0.10496749624157159,0.12532231010265577,0.0
credit_cards,GLM-5.2,neutral_rate,2650,434,0.17549541447813113,0.15384615384615385,0.04379972283577798,0.05555555555555555,4.0253238024820185e-56,8.92840876796419e-167,0.46639422658899227,0.46639422658899227,medium,0.1338922167081178,0.15133309072011716,0.0
credit_cards,GLM-5.2,obscene_mean,2650,434,0.00984051438446004,6.461252708807783e-05,0.00037172320596652814,0.00036350332584333955,2.874153391342752e-34,1.7634719825589516e-158,-0.3649856534214416,0.3649856534214416,medium,0.009849475064476284,0.04379377982269143,0.0
credit_cards,GLM-5.2,polite_rate,2650,434,0.33830999039603943,0.29411764705882354,0.5275620061786283,0.5333333333333333,5.054126641073493e-93,9.420341863651473e-184,-0.610772106773324,0.610772106773324,large,0.2599828064765508,0.2679357948387693,0.0
credit_cards,GLM-5.2,self_bertscore_mean_f1,2650,434,0.4633112601492162,0.49024052772724974,0.5111347658154328,0.5118053379338685,5.408961735635404e-67,1.679469919820543e-88,-0.5170280845143901,0.5170280845143901,large,0.052388817060873255,0.07115186207740731,0.0
credit_cards,GLM-5.2,self_bleu_4,2650,434,0.03252158527373746,0.03117650101295372,0.03349851454591628,0.033217225836213074,1.2709696991311885e-06,4.93313455892971e-33,-0.14484305712546736,0.14484305712546736,negligible,0.0087680271814984,0.017242821752917185,0.0
credit_cards,GLM-5.2,semantic_mean_cosine,2650,434,0.3009584286515513,0.2953270971775055,0.3515547329929018,0.35433244705200195,7.799938812104741e-34,1.3492176083927617e-99,-0.3625232588470568,0.3625232588470568,medium,0.09865401601522587,0.11511445143038318,0.0
credit_cards,GLM-5.2,severe_toxicity_mean,2650,434,7.777969234977678e-05,1.8872182445726949e-06,2.700971160520567e-06,2.668427519836314e-06,2.176938672681153e-17,9.013087139097805e-120,-0.25368054951743324,0.25368054951743324,small,7.624996147199433e-05,0.0003306930824082216,0.0
credit_cards,GLM-5.2,structural_virality,2650,434,1.6953814176082407,1.5714285714285714,0.0,0.0,1.777230685289273e-172,1.0551714404980303e-268,0.8260377358490566,0.8260377358490566,large,1.6953814176082407,1.8072314426999587,0.0
credit_cards,GLM-5.2,threat_mean,2650,434,0.0002910422496229172,2.850068167390418e-05,3.473946303780781e-05,3.451611610216787e-05,3.7251451637804074e-13,5.582460905805146e-104,-0.21723850099991304,0.21723850099991304,small,0.0002682242555968019,0.0032128681865886675,0.0
credit_cards,GLM-5.2,toxicity_mean,2650,434,0.018768225615284906,0.0008876006010853285,0.002175805191736716,0.001819422253902303,1.863524510734105e-09,2.833735852021904e-110,-0.1796852447613251,0.1796852447613251,small,0.017860709436454576,0.05119971251518541,0.0
