thread_id,thread_title,comment_count,pair_count,mean_disagree_probability,hard_disagree_rate,self_bleu_2,self_bleu_3,self_bleu_4,self_bertscore_mean_precision,self_bertscore_mean_recall,self_bertscore_mean_f1,self_bertscore_median_f1,self_bertscore_top_k_mean_f1,semantic_mean_cosine,semantic_median_cosine,semantic_top_k_mean_cosine,semantic_p90_cosine,story_count,not_story_count,story_rate,mean_story_probability,emotion_entropy,emotion_entropy_normalized,avg_labels_per_comment,emotion_shift_rate,dominant_emotion,dominant_emotion_share,polite_rate,somewhat_polite_rate,neutral_rate,impolite_rate,length_std,length_iqr,length_cv,max_depth,avg_depth,avg_branching_factor,structural_virality,toxicity_mean,toxicity_max,toxicity_p90,severe_toxicity_mean,severe_toxicity_max,severe_toxicity_p90,obscene_mean,obscene_max,obscene_p90,threat_mean,threat_max,threat_p90,insult_mean,insult_max,insult_p90,identity_attack_mean,identity_attack_max,identity_attack_p90,aggression_score_mean,aggression_score_max,aggression_score_p90
0_1,Is the Wyndham Rewards Earner Plus Card actually worth it for someone who only stays at Wyndham prop,14,91,0.31981532488550457,0.21428571428571427,0.06475084464864972,0.04238738956653569,0.03371697052711709,0.5199060171515077,0.5251349361388238,0.5212411182922322,0.5251202583312988,0.6126489639282227,0.3610836863517761,0.369733065366745,0.7121090888977051,0.6569548845291138,2,12,0.14285714285714285,0.1407378808196102,1.4003265762311883,0.42024028595938745,1.0,0.7692307692307693,neutral,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,21.270968046439567,27.5,0.5161066770366619,1.0,1.0,0.0,0.0,0.002021146102509062,0.01698586717247963,0.003360421280376611,2.8517869249558965e-06,1.4319097317638807e-05,5.857618702975739e-06,0.0004112276298785998,0.005041874945163727,0.00016424242494395,3.6626253729212165e-05,0.00017458212096244097,4.745063160953577e-05,0.0003780780430783385,0.0019093806622549891,0.0012511473323684175,0.00011619954602792859,0.0003183920925948769,0.00020596352114807812,0.0004943548936913496,0.004074069348462217,0.0008351648019583985
0_2,Blue Cash Preferred vs Blue Cash Everyday - can someone talk me into or out of the $95 AF? So I'm lo,18,153,0.3047347284025616,0.05555555555555555,0.068243719373824,0.04259416241859277,0.03331212525646846,0.5006924628042707,0.5129334024744097,0.5059612738151177,0.5026770234107971,0.6209315061569214,0.3434210419654846,0.32965725660324097,0.7121090888977051,0.5916843414306641,2,16,0.1111111111111111,0.11427675280719995,1.4750080554560212,0.4426523194935796,0.8888888888888888,0.8235294117647058,neutral,0.4444444444444444,0.5,0.1111111111111111,0.05555555555555555,0.3333333333333333,14.852048119142806,11.0,0.34406289079095304,1.0,1.0,0.0,0.0,0.0016720959861736952,0.01698586717247963,0.0020557505777105715,2.5186865476219586e-06,1.4319097317638807e-05,3.638792236415615e-06,0.000326614260605614,0.005041874945163727,0.00014764582010684538,3.2799550859231706e-05,0.00017458212096244097,4.3391827421146456e-05,0.00032075326089398004,0.0019093806622549891,0.0006945369241293531,0.00010615570742326479,0.0003183920925948769,0.00020481204555835577,0.0004101562420839013,0.004074069348462217,0.0005192403030794902
100_1,"Thinking about the Wells Fargo Reflect Card for a big balance transfer — worth it? Hey everyone, lon",15,105,0.3279838263988495,0.4,0.06268981540329763,0.040426237669526265,0.03204842482341833,0.5091896576540811,0.5317568205651783,0.5180976921603793,0.5209728479385376,0.6195354461669922,0.35433244705200195,0.35629531741142273,0.7121090888977051,0.6485700607299805,2,13,0.13333333333333333,0.13290595250825088,1.3605138827424867,0.4082924318084403,0.9333333333333333,0.7857142857142857,neutral,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,19.132752604427367,22.5,0.4584525384447452,1.0,1.0,0.0,0.0,0.001913214756253486,0.01698586717247963,0.0030342536047101008,2.7520908133737977e-06,1.4319097317638807e-05,5.302912086335707e-06,0.00038561977174443504,0.005041874945163727,0.00016009327373467386,3.5565574580687095e-05,0.00017458212096244097,4.643593056243844e-05,0.00035991208957663424,0.0019093806622549891,0.0011119947303086515,0.00011350121106564377,0.0003183920925948769,0.00020567565225064753,0.00046842758233904335,0.004074069348462217,0.0007561836772386715
100_2,OpenSky Secured Visa — is it actually worth it or just a predatory fee trap? Looking at the OpenSky ,17,136,0.32040883513057933,0.23529411764705882,0.06932570364710897,0.04536957661417456,0.03602857355860847,0.5173943378031254,0.5317865581635166,0.523329754743506,0.5229968726634979,0.6042168736457825,0.34991002082824707,0.35084736347198486,0.7121090888977051,0.6120748519897461,2,15,0.11764705882352941,0.11955982205622337,1.334592953237241,0.4005135186516717,0.8823529411764706,0.8125,neutral,0.47058823529411764,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.29411764705882354,21.359017122909645,21.0,0.5172411553980968,1.0,1.0,0.0,0.0,0.001749324266497484,0.01698586717247963,0.0023819182533770813,2.5868218926916597e-06,1.4319097317638807e-05,4.1934988530556455e-06,0.0003443004530067008,0.005041874945163727,0.00015179497131612152,3.3665129462058434e-05,0.00017458212096244097,4.440652846824378e-05,0.0003338943073793095,0.0019093806622549891,0.0008336895261891192,0.00010827629226054448,0.0003183920925948769,0.00020509991445578636,0.00042867454508313145,0.004074069348462217,0.0005982214277992174
101_1,Venture X Business vs Amex Platinum for Business Travel - Is Venture X Business actually better now?,16,120,0.3064427077770233,0.125,0.05889407620460088,0.0406447765510128,0.03314233561681035,0.5118526178101699,0.5128674410283566,0.5092984507481257,0.5084783136844635,0.6658577919006348,0.35778364539146423,0.36365675926208496,0.7121090888977051,0.6220158934593201,2,14,0.125,0.12568000587634742,1.3686896376228386,0.41074598916225413,0.9375,0.8,neutral,0.4375,0.5625,0.125,0.0625,0.25,33.25041118166811,26.25,0.7676862610486145,1.0,1.0,0.0,0.0,0.001819422253902303,0.01698586717247963,0.002708085929043591,2.668427519836314e-06,1.4319097317638807e-05,4.748205469695677e-06,0.00036350332584333955,0.005041874945163727,0.0001559441225253977,3.451611610216787e-05,0.00017458212096244097,4.542122951534111e-05,0.00034417379310980323,0.0019093806622549891,0.0009728421282488853,0.00011073922814830439,0.0003183920925948769,0.00020538778335321695,0.00044583719077095907,0.004074069348462217,0.0006772025525189443
101_2,Delta Reserve Amex — is the $650 annual fee EVER worth it? I live in Atlanta and feel like I have no,16,120,0.32798086665570736,0.25,0.054144464239068275,0.03411419012556867,0.02680421645735772,0.5114628816644351,0.49864808693528173,0.5025271038214366,0.5046371519565582,0.5888078212738037,0.35778364539146423,0.36365675926208496,0.7121090888977051,0.6220158934593201,2,14,0.125,0.12568000587634742,1.3686896376228386,0.41074598916225413,0.9375,0.8,neutral,0.4375,0.5625,0.125,0.0625,0.25,30.777363333300663,28.5,0.5968943191912855,1.0,1.0,0.0,0.0,0.001819422253902303,0.01698586717247963,0.002708085929043591,2.668427519836314e-06,1.4319097317638807e-05,4.748205469695677e-06,0.00036350332584333955,0.005041874945163727,0.0001559441225253977,3.451611610216787e-05,0.00017458212096244097,4.542122951534111e-05,0.00034417379310980323,0.0019093806622549891,0.0009728421282488853,0.00011073922814830439,0.0003183920925948769,0.00020538778335321695,0.00044583719077095907,0.004074069348462217,0.0006772025525189443
102_1,"College sophomore here, just got approved for the Discover it Student Chrome! Some thoughts and a fe",17,136,0.32289717127295103,0.23529411764705882,0.06399253406889342,0.043709881071099035,0.03605674118458735,0.5176235746373149,0.513435718110379,0.5144777762539247,0.513177752494812,0.6114494800567627,0.34991002082824707,0.35084736347198486,0.7121090888977051,0.6120748519897461,2,15,0.11764705882352941,0.11955982205622337,1.334592953237241,0.4005135186516717,0.8823529411764706,0.8125,neutral,0.47058823529411764,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.29411764705882354,11.889048783181023,12.0,0.32971260899523225,1.0,1.0,0.0,0.0,0.001749324266497484,0.01698586717247963,0.0023819182533770813,2.5868218926916597e-06,1.4319097317638807e-05,4.1934988530556455e-06,0.0003443004530067008,0.005041874945163727,0.00015179497131612152,3.3665129462058434e-05,0.00017458212096244097,4.440652846824378e-05,0.0003338943073793095,0.0019093806622549891,0.0008336895261891192,0.00010827629226054448,0.0003183920925948769,0.00020509991445578636,0.00042867454508313145,0.004074069348462217,0.0005982214277992174
102_2,Is the Delta SkyMiles Gold Amex actually worth it in 2024? Looking at the benefits and I'm on the fe,19,171,0.3155495900856821,0.10526315789473684,0.07338521479957526,0.045940688942167414,0.03621650567217104,0.5205619561741923,0.5257505774497986,0.522034799320656,0.5170505046844482,0.6140896677970886,0.3310185372829437,0.3201761841773987,0.7121090888977051,0.5569981932640076,3,16,0.15789473684210525,0.15733224398603565,1.485181756934977,0.4457054638752913,0.8947368421052632,0.8333333333333334,neutral,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.3684210526315789,27.34472658525151,17.5,0.6207285604776328,1.0,1.0,0.0,0.0,0.0016068161578579364,0.01698586717247963,0.0017295829020440555,2.4622015165445383e-06,1.4319097317638807e-05,3.0840856197755746e-06,0.0003110891970879349,0.005041874945163727,0.00014349666889756915,3.1995172704275896e-05,0.00017458212096244097,4.23771263740491e-05,0.00030904844109165043,0.0019093806622549891,0.0005553843220695843,0.0001042831714393718,0.0003183920925948769,0.00020452417666092513,0.00039428239028295236,0.004074069348462217,0.0004402591783597618
103_1,"Is the Discover it® Chrome actually worth it for road trips, or is the marketing overselling it? Bee",15,105,0.31102784276008605,0.06666666666666667,0.06461073871668188,0.04379367495391096,0.03560445963458884,0.5061168080284482,0.5140967096601213,0.5086204103061132,0.5088547468185425,0.6092764139175415,0.35433244705200195,0.35629531741142273,0.7121090888977051,0.6485700607299805,2,13,0.13333333333333333,0.13290595250825088,1.3605138827424867,0.4082924318084403,0.9333333333333333,0.7857142857142857,neutral,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,18.612540575285973,16.0,0.487239282075549,1.0,1.0,0.0,0.0,0.001913214756253486,0.01698586717247963,0.0030342536047101008,2.7520908133737977e-06,1.4319097317638807e-05,5.302912086335707e-06,0.00038561977174443504,0.005041874945163727,0.00016009327373467386,3.5565574580687095e-05,0.00017458212096244097,4.643593056243844e-05,0.00035991208957663424,0.0019093806622549891,0.0011119947303086515,0.00011350121106564377,0.0003183920925948769,0.00020567565225064753,0.00046842758233904335,0.004074069348462217,0.0007561836772386715
103_2,Got a Synchrony Premier World Mastercard pre-approval in the mail. Can't find much info online — is ,18,153,0.30910784502824146,0.05555555555555555,0.06404842626564665,0.042707215068517976,0.03434137458924566,0.510171120462854,0.530919084751528,0.5192004572721868,0.5189281105995178,0.6141178011894226,0.3434210419654846,0.32965725660324097,0.7121090888977051,0.5916843414306641,2,16,0.1111111111111111,0.11427675280719995,1.4750080554560212,0.4426523194935796,0.8888888888888888,0.8235294117647058,neutral,0.4444444444444444,0.5,0.1111111111111111,0.05555555555555555,0.3333333333333333,25.914388967435748,30.25,0.6026602085450175,1.0,1.0,0.0,0.0,0.0016720959861736952,0.01698586717247963,0.0020557505777105715,2.5186865476219586e-06,1.4319097317638807e-05,3.638792236415615e-06,0.000326614260605614,0.005041874945163727,0.00014764582010684538,3.2799550859231706e-05,0.00017458212096244097,4.3391827421146456e-05,0.00032075326089398004,0.0019093806622549891,0.0006945369241293531,0.00010615570742326479,0.0003183920925948769,0.00020481204555835577,0.0004101562420839013,0.004074069348462217,0.0005192403030794902
